OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN,CODIGOCTMESTACIONREDMETRO
3445,6,370811,174,174,2,1,2915,*,,26,TI,I,AVDA.BURGOS-FCO.PI Y MARGALL,28,079,MADRID,A,Avda de Burgos N 93,20240111,20240108,,740.6066,-1,6,_,,,6__174_____2_IT_1_6_2915_*__TI_I_26,,,,6__174___,6__174_____2_IT_1,6_2915,6_2915_*,6_2915_,
3446,6,358868,176,176,2,1,2916,*,,15,TI,I,AVDA. BURGOS Nº93,28,079,MADRID,A,Avda de Burgos N 93,20151013,20170313,,414.3643,18.318,6,_,,,6__176_____2_IT_1_6_2916_*__TI_I_15,,,,6__176___,6__176_____2_IT_1,6_2916,6_2916_*,6_2916_,
3447,6,370083,173,173,2,1,2916,*,,6,TI,I,AVDA. BURGOS Nº93,28,079,MADRID,A,Avda de Burgos N 93,20230607,20230530,,667.5345,17.576,6,_,,,6__173_____2_IT_1_6_2916_*__TI_I_6,,,,6__173___,6__173_____2_IT_1,6_2916,6_2916_*,6_2916_,
3448,6,370811,174,174,2,1,2916,*,,27,TI,I,AVDA. BURGOS Nº93,28,079,MADRID,A,Avda de Burgos N 93,20240111,20240108,,655.2819,16.445,6,_,,,6__174_____2_IT_1_6_2916_*__TI_I_27,,,,6__174___,6__174_____2_IT_1,6_2916,6_2916_*,6_2916_,
3449,6,358868,176,176,2,1,2917,*,,16,TI,I,"AVDA. BURGOS, 89",28,079,MADRID,A,Avda de Burgos N 9800,20151013,20170313,,337.7069,18.318,6,_,,,6__176_____2_IT_1_6_2917_*__TI_I_16,,,,6__176___,6__176_____2_IT_1,6_2917,6_2917_*,6_2917_,
3450,6,370083,173,173,2,1,2917,*,,7,TI,I,"AVDA. BURGOS, 89",28,079,MADRID,A,Avda de Burgos N 9800,20230607,20230530,,337.7069,17.576,6,_,,,6__173_____2_IT_1_6_2917_*__TI_I_7,,,,6__173___,6__173_____2_IT_1,6_2917,6_2917_*,6_2917_,
3451,6,370811,174,174,2,1,2917,*,,28,TI,I,"AVDA. BURGOS, 89",28,079,MADRID,A,Avda de Burgos N 9800,20240111,20240108,,337.7069,16.445,6,_,,,6__174_____2_IT_1_6_2917_*__TI_I_28,,,,6__174___,6__174_____2_IT_1,6_2917,6_2917_*,6_2917_,
3452,6,370811,174,174,2,1,2918,*,,30,TI,I,"AVDA.BURGOS,85",28,079,MADRID,A,AVDA.  de BURGOS N S.N.,20240111,20240108,,309.2754,-1,6,_,,,6__174_____2_IT_1_6_2918_*__TI_I_30,,,,6__174___,6__174_____2_IT_1,6_2918,6_2918_*,6_2918_,
3453,6,335797,130,130,1,1,2920,*,,1,TI,C,DR.MARTIN AREVALO-PZA.AGATA,28,079,MADRID,A,Calle del Doctor Martín Arévalo N 6B,20070109,20070103,,0,0,6,_,,,6__130_____1_IT_1_6_2920_*__TI_C_1,,,,6__130___,6__130_____1_IT_1,6_2920,6_2920_*,6_2920_,
3454,6,335798,130,130,2,1,2920,*,,37,TI,C,DR.MARTIN AREVALO-PZA.AGATA,28,079,MADRID,A,Calle del Doctor Martín Arévalo N 6B,20070109,20070103,,164.0622,19.515,6,_,,,6__130_____2_IT_1_6_2920_*__TI_C_37,,,,6__130___,6__130_____2_IT_1,6_2920,6_2920_*,6_2920_,
3455,6,341548,022,22,2,1,2920,*,,6,TI,I,DR.MARTIN AREVALO-PZA.AGATA,28,079,MADRID,A,Calle del Doctor Martín Arévalo N 6B,20091207,20091010,,321.6112,13.98,6,_,,,6__22_____2_IT_1_6_2920_*__TI_I_6,,,,6__22___,6__22_____2_IT_1,6_2920,6_2920_*,6_2920_,
3456,6,335797,130,130,1,1,2921,*,,7,TI,I,CTRA.VILLAVERDE A VALLECAS-VILLAFUERTE,28,079,MADRID,A,Calle de San Macario N 4,20070109,20070103,,355.6598,19.461,6,_,,,6__130_____1_IT_1_6_2921_*__TI_I_7,,,,6__130___,6__130_____1_IT_1,6_2921,6_2921_*,6_2921_,
3457,6,362327,123,123,2,1,2921,*,,16,TI,I,CTRA.VILLAVERDE A VALLECAS-VILLAFUERTE,28,079,MADRID,A,Calle de San Macario N 4,20180910,20180917,,197.7221,15.011,6,_,,,6__123_____2_IT_1_6_2921_*__TI_I_16,,-,,6__123___,6__123____-_2_IT_1,6_2921,6_2921_*,6_2921_,
3458,6,362323,023,23,2,1,2921,*,,2,TI,I,CTRA.VILLAVERDE A VALLECAS-VILLAFUERTE,28,079,MADRID,A,Calle de San Macario N 4,20180910,20180917,,492.5649,0,6,_,,,6__23_A____2_IT_1_6_2921_*__TI_I_2,,-,,6__23_A__,6__23_A___-_2_IT_1,6_2921,6_2921_*,6_2921_,
3459,6,335797,130,130,1,1,2922,*,,8,TI,I,CTRA.VILLAVERDE A VALLECAS-COALICION,28,079,MADRID,A,Ctra de Villaverde a Vallecas N 24,20070109,20070103,,289.6853,19.461,6,_,,,6__130_____1_IT_1_6_2922_*__TI_I_8,,,,6__130___,6__130_____1_IT_1,6_2922,6_2922_*,6_2922_,
3460,6,362327,123,123,2,1,2922,*,,17,TI,I,CTRA.VILLAVERDE A VALLECAS-COALICION,28,079,MADRID,A,Ctra de Villaverde a Vallecas N 24,20180910,20180917,,289.6853,15.011,6,_,,,6__123_____2_IT_1_6_2922_*__TI_I_17,,-,,6__123___,6__123____-_2_IT_1,6_2922,6_2922_*,6_2922_,
3461,6,335797,130,130,1,1,2923,*,,11,TI,I,CTRA. VILLAVERDE A VALLECAS-AV.ROSALES,28,079,MADRID,A,Ctra de Villaverde a Vallecas SN SN,20070109,20070103,,309.4013,19.461,6,_,,,6__130_____1_IT_1_6_2923_*__TI_I_11,,,,6__130___,6__130_____1_IT_1,6_2923,6_2923_*,6_2923_,
3462,6,362323,023,23,2,1,2923,*,,8,TI,I,CTRA. VILLAVERDE A VALLECAS-AV.ROSALES,28,079,MADRID,A,Ctra de Villaverde a Vallecas SN SN,20180910,20180917,,309.4013,13.236,6,_,,,6__23_A____2_IT_1_6_2923_*__TI_I_8,,-,,6__23_A__,6__23_A___-_2_IT_1,6_2923,6_2923_*,6_2923_,
3463,6,335797,130,130,1,1,2925,*,,18,TI,I,Cº HORMIGUERAS-TORRE DE DON MIGUEL,28,079,MADRID,A,Cmno de las Hormigueras N 116,20070109,20070103,,292.0571,19.082,6,_,,,6__130_____1_IT_1_6_2925_*__TI_I_18,,,,6__130___,6__130_____1_IT_1,6_2925,6_2925_*,6_2925_,
3464,6,341213,454,T31,1,1,2925,*,,4,TI,I,Cº HORMIGUERAS-TORRE DE DON MIGUEL,28,079,MADRID,A,Cmno de las Hormigueras N 116,20091015,20090914,,292.0571,12.933,6,_,,,6__454_____1_IT_1_6_2925_*__TI_I_4,,,,6__454___,6__454_____1_IT_1,6_2925,6_2925_*,6_2925_,
3465,6,335797,130,130,1,1,2927,*,,20,TI,I,Cº HORMIGUERAS-GONZALEZ DAVILA,28,079,MADRID,A,Cmno de las Hormigueras N 158,20070109,20070103,,364.9745,19.082,6,_,,,6__130_____1_IT_1_6_2927_*__TI_I_20,,,,6__130___,6__130_____1_IT_1,6_2927,6_2927_*,6_2927_,
3466,6,341213,454,T31,1,1,2927,*,,6,TI,I,Cº HORMIGUERAS-GONZALEZ DAVILA,28,079,MADRID,A,Cmno de las Hormigueras N 158,20091015,20090914,,364.9745,12.933,6,_,,,6__454_____1_IT_1_6_2927_*__TI_I_6,,,,6__454___,6__454_____1_IT_1,6_2927,6_2927_*,6_2927_,
3467,6,335797,130,130,1,1,2928,*,,22,TI,I,Cº HORMIGUERAS-CTRA.VILLAVERDE VALLECAS,28,079,MADRID,A,Calle de San Jaime N 4,20070109,20070103,,602.2708,18.854,6,_,,,6__130_____1_IT_1_6_2928_*__TI_I_22,,,,6__130___,6__130_____1_IT_1,6_2928,6_2928_*,6_2928_,
3468,6,341213,454,T31,1,1,2928,*,,8,TI,I,Cº HORMIGUERAS-CTRA.VILLAVERDE VALLECAS,28,079,MADRID,A,Calle de San Jaime N 4,20091015,20090914,,602.2708,12.892,6,_,,,6__454_____1_IT_1_6_2928_*__TI_I_8,,,,6__454___,6__454_____1_IT_1,6_2928,6_2928_*,6_2928_,
3469,6,335797,130,130,1,1,2930,*,,24,TI,I,SAN JAIME-AV.ALBUFERA,28,079,MADRID,A,Calle de San Jaime N 56,20070109,20070103,,271.129,30,6,_,,,6__130_____1_IT_1_6_2930_*__TI_I_24,,,,6__130___,6__130_____1_IT_1,6_2930,6_2930_*,6_2930_,
3470,6,340804,509,N9,2,1,2930,*,,15,TI,I,SAN JAIME-AV.ALBUFERA,28,079,MADRID,A,Calle de San Jaime N 56,20090706,20090518,,271.129,13.36,6,_,,,6_N_509_____2_IT_1_6_2930_*__TI_I_15,,,,6_N_509___,6_N_509_____2_IT_1,6_2930,6_2930_*,6_2930_,
3471,6,341213,454,T31,1,1,2930,*,,10,TI,I,SAN JAIME-AV.ALBUFERA,28,079,MADRID,A,Calle de San Jaime N 56,20091015,20090914,,271.129,30,6,_,,,6__454_____1_IT_1_6_2930_*__TI_I_10,,,,6__454___,6__454_____1_IT_1,6_2930,6_2930_*,6_2930_,
3472,6,335797,130,130,1,1,2931,*,,26,TI,I,AV.DEMOCRACIA-GRAN VIA DEL ESTE,28,079,MADRID,A,Avda de la Democracia N 6,20070109,20070103,,249.6097,19.087,6,_,,,6__130_____1_IT_1_6_2931_*__TI_I_26,,,,6__130___,6__130_____1_IT_1,6_2931,6_2931_*,6_2931_,
3473,6,335797,130,130,1,1,2932,*,,27,TI,I,AV.DEMOCRACIA-AV.MEDITERRANEO,28,079,MADRID,A,Avda de la Democracia N 36,20070109,20070103,,608.0843,18.849,6,_,,,6__130_____1_IT_1_6_2932_*__TI_I_27,,,,6__130___,6__130_____1_IT_1,6_2932,6_2932_*,6_2932_,
3474,6,335797,130,130,1,1,2933,*,,28,TI,I,JOSE PRAT-AV.DEMOCRACIA,28,079,MADRID,A,Bulv de José Prat N 33,20070109,20070103,,1476.151,30,6,_,,,6__130_____1_IT_1_6_2933_*__TI_I_28,,,,6__130___,6__130_____1_IT_1,6_2933,6_2933_*,6_2933_,
3475,6,332574,071,71,2,1,2933,*,,9,TI,I,JOSE PRAT-AV.DEMOCRACIA,28,079,MADRID,A,Bulv de José Prat N 33,20040112,20040126,,375.3887,14.344,6,_,,,6__71_____2_IT_1_6_2933_*__TI_I_9,,,,6__71___,6__71_____2_IT_1,6_2933,6_2933_*,6_2933_,
3476,6,335797,130,130,1,1,2935,*,,38,TI,T,Pº ARTILLEROS-SAN CIPRIANO,28,079,MADRID,A,Paseo de los Artilleros N 35,20070109,20070103,,217.2551,19.344,6,93_26,,,6__130_____1_IT_1_6_2935_*__TI_T_38,,,,6__130___,6__130_____1_IT_1,6_2935,6_2935_*,6_2935_,
3477,6,335798,130,130,2,1,2935,*,,1,TI,T,Pº ARTILLEROS-SAN CIPRIANO,28,079,MADRID,A,Paseo de los Artilleros N 35,20070109,20070103,,0,0,6,93_26,,,6__130_____2_IT_1_6_2935_*__TI_T_1,,,,6__130___,6__130_____2_IT_1,6_2935,6_2935_*,6_2935_,
3478,6,331791,100,100,2,1,2936,*,,17,TI,I,CALAHORRA-GALLO,28,079,MADRID,A,Calle de Calahorra N 128,20030324,20030401,,211.1493,15.159,6,_,,,6__100_____2_IT_1_6_2936_*__TI_I_17,,,,6__100___,6__100_____2_IT_1,6_2936,6_2936_*,6_2936_,
3479,6,335798,130,130,2,1,2936,*,,4,TI,I,CALAHORRA-GALLO,28,079,MADRID,A,Calle de Calahorra N 128,20070109,20070103,,215.8617,19.494,6,_,,,6__130_____2_IT_1_6_2936_*__TI_I_4,,,,6__130___,6__130_____2_IT_1,6_2936,6_2936_*,6_2936_,
3480,6,335798,130,130,2,1,2937,*,,10,TI,I,JOSE PRAT-AV.DEMOCRACIA,28,079,MADRID,A,Bulv de José Prat SN SN,20070109,20070103,,354.957,30,6,_,,,6__130_____2_IT_1_6_2937_*__TI_I_10,,,,6__130___,6__130_____2_IT_1,6_2937,6_2937_*,6_2937_,
3481,6,333029,071,71,1,1,2937,*,,34,TI,I,JOSE PRAT-AV.DEMOCRACIA,28,079,MADRID,A,Bulv de José Prat SN SN,20040730,20041120,,301.696,14.08,6,_,,,6__71_____1_IT_1_6_2937_*__TI_I_34,,,,6__71___,6__71_____1_IT_1,6_2937,6_2937_*,6_2937_,
3482,6,335798,130,130,2,1,2939,*,,12,TI,I,AV.DEMOCRACIA-ARBOLEDA,28,079,MADRID,A,Avda de la Democracia N 5,20070109,20070103,,548.496,30,6,_,,,6__130_____2_IT_1_6_2939_*__TI_I_12,,,,6__130___,6__130_____2_IT_1,6_2939,6_2939_*,6_2939_,
3483,6,335798,130,130,2,1,2940,*,,14,TI,I,SAN JAIME-SIERRA DE GADOR,28,079,MADRID,A,Calle de San Jaime N 31,20070109,20070103,,166.6791,20.43,6,_,,,6__130_____2_IT_1_6_2940_*__TI_I_14,,,,6__130___,6__130_____2_IT_1,6_2940,6_2940_*,6_2940_,
3484,6,341214,454,T31,2,1,2940,*,,2,TI,I,SAN JAIME-SIERRA DE GADOR,28,079,MADRID,A,Calle de San Jaime N 31,20091015,20090914,,166.6791,11.095,6,_,,,6__454_____2_IT_1_6_2940_*__TI_I_2,,,,6__454___,6__454_____2_IT_1,6_2940,6_2940_*,6_2940_,
3485,6,335798,130,130,2,1,2941,*,,15,TI,I,SAN JAIME - AVENIDA DE LA ALBUFERA,28,079,MADRID,A,Calle de San Jaime N 54,20070109,20070103,,158.893,30,6,_,,,6__130_____2_IT_1_6_2941_*__TI_I_15,,,,6__130___,6__130_____2_IT_1,6_2941,6_2941_*,6_2941_,
3486,6,341214,454,T31,2,1,2941,*,,3,TI,I,SAN JAIME - AVENIDA DE LA ALBUFERA,28,079,MADRID,A,Calle de San Jaime N 54,20091015,20090914,,158.893,30,6,_,,,6__454_____2_IT_1_6_2941_*__TI_I_3,,,,6__454___,6__454_____2_IT_1,6_2941,6_2941_*,6_2941_,
3487,6,335798,130,130,2,1,2942,*,,16,TI,I,SAN JAIME-PUERTO DE POZAZAL,28,079,MADRID,A,Calle de San Jaime N 19,20070109,20070103,,149.036,30,6,_,,,6__130_____2_IT_1_6_2942_*__TI_I_16,,,,6__130___,6__130_____2_IT_1,6_2942,6_2942_*,6_2942_,
3488,6,341214,454,T31,2,1,2942,*,,4,TI,I,SAN JAIME-PUERTO DE POZAZAL,28,079,MADRID,A,Calle de San Jaime N 19,20091015,20090914,,149.036,30,6,_,,,6__454_____2_IT_1_6_2942_*__TI_I_4,,,,6__454___,6__454_____2_IT_1,6_2942,6_2942_*,6_2942_,
3489,6,335798,130,130,2,1,2944,*,,19,TI,I,Cº HORMIGUERAS-GONZALEZ DAVILA,28,079,MADRID,A,Cmno de las Hormigueras N 155,20070109,20070103,,280.8415,20.671,6,_,,,6__130_____2_IT_1_6_2944_*__TI_I_19,,,,6__130___,6__130_____2_IT_1,6_2944,6_2944_*,6_2944_,
3490,6,341214,454,T31,2,1,2944,*,,7,TI,I,Cº HORMIGUERAS-GONZALEZ DAVILA,28,079,MADRID,A,Cmno de las Hormigueras N 155,20091015,20090914,,280.8415,11.095,6,_,,,6__454_____2_IT_1_6_2944_*__TI_I_7,,,,6__454___,6__454_____2_IT_1,6_2944,6_2944_*,6_2944_,
3491,6,283730,126,126,2,1,2874,*,,12,TI,I,STO.ANGEL DE LA GUARDA-ARCINIEGA,28,079,MADRID,A,Avda de Santo Ángel de la Guarda SN SN,19991221,19961019,,187.9232,12.418,6,_,,,6__126_____2_IT_1_6_2874_*__TI_I_12,,,,6__126___,6__126_____2_IT_1,6_2874,6_2874_*,6_2874_,
3492,6,283736,127,127,2,1,2874,*,,19,TI,I,STO.ANGEL DE LA GUARDA-ARCINIEGA,28,079,MADRID,A,Avda de Santo Ángel de la Guarda SN SN,19991221,19961019,,187.9232,12.75,6,_,,,6__127_____2_IT_1_6_2874_*__TI_I_19,,,,6__127___,6__127_____2_IT_1,6_2874,6_2874_*,6_2874_,
3493,6,333607,132,132,2,1,2874,*,,23,TI,I,STO.ANGEL DE LA GUARDA-ARCINIEGA,28,079,MADRID,A,Avda de Santo Ángel de la Guarda SN SN,20050331,20050414,,187.9232,13.591,6,_,,,6__132_____2_IT_1_6_2874_*__TI_I_23,,,,6__132___,6__132_____2_IT_1,6_2874,6_2874_*,6_2874_,
3494,6,340864,521,N21,2,1,2874,*,,14,TI,I,STO.ANGEL DE LA GUARDA-ARCINIEGA,28,079,MADRID,A,Avda de Santo Ángel de la Guarda SN SN,20090714,20090518,,187.924,30,6,_,,,6_N_521_____2_IT_1_6_2874_*__TI_I_14,,,,6_N_521___,6_N_521_____2_IT_1,6_2874,6_2874_*,6_2874_,
3495,6,335798,130,130,2,1,2945,*,,20,TI,I,Cº HORMIGUERAS-CASAS DE MIRAVETE,28,079,MADRID,A,Cmno de las Hormigueras N 143,20070109,20070103,,300.2195,20.63,6,_,,,6__130_____2_IT_1_6_2945_*__TI_I_20,,,,6__130___,6__130_____2_IT_1,6_2945,6_2945_*,6_2945_,
3496,6,341214,454,T31,2,1,2945,*,,8,TI,I,Cº HORMIGUERAS-CASAS DE MIRAVETE,28,079,MADRID,A,Cmno de las Hormigueras N 143,20091015,20090914,,300.2195,11.095,6,_,,,6__454_____2_IT_1_6_2945_*__TI_I_8,,,,6__454___,6__454_____2_IT_1,6_2945,6_2945_*,6_2945_,
3497,6,283691,131,131,1,1,2808,*,,17,TI,I,AV.POBLADOS-VENTURA DIAZ BERNARDO,28,079,MADRID,A,Avda de los Poblados N 131,19991221,19861001,,526.4326,14.487,6,_,,,6__131_A____1_IT_1_6_2808_*__TI_I_17,,,,6__131_A__,6__131_A____1_IT_1,6_2808,6_2808_*,6_2808_,
3498,6,283719,121,121,1,1,2808,*,,22,TI,I,AV.POBLADOS-VENTURA DIAZ BERNARDO,28,079,MADRID,A,Avda de los Poblados N 131,19991221,19920515,,526.4326,12.234,6,_,,,6__121_____1_IT_1_6_2808_*__TI_I_22,,,,6__121___,6__121_____1_IT_1,6_2808,6_2808_*,6_2808_,
3499,6,356732,116,116,1,1,2808,*,,18,TI,I,AV.POBLADOS-VENTURA DIAZ BERNARDO,28,079,MADRID,A,Avda de los Poblados N 131,20160328,20160328,,526.4349,14.444,6,_,,,6__116_____1_IT_1_6_2808_*__TI_I_18,,,,6__116___,6__116_____1_IT_1,6_2808,6_2808_*,6_2808_,
3500,6,364248,155,155,2,1,2808,*,,25,TI,I,AV.POBLADOS-VENTURA DIAZ BERNARDO,28,079,MADRID,A,Avda de los Poblados N 131,20190927,20191001,,526.4349,14.853,6,_,,,6__155_____2_IT_1_6_2808_*__TI_I_25,,,,6__155___,6__155_____2_IT_1,6_2808,6_2808_*,6_2808_,
3501,6,283691,131,131,1,1,2809,*,,18,TI,I,TANATORIO SUR,28,079,MADRID,A,Avda de los Poblados N 122,19991221,19861001,,383.1302,14.487,6,_,,,6__131_A____1_IT_1_6_2809_*__TI_I_18,,,,6__131_A__,6__131_A____1_IT_1,6_2809,6_2809_*,6_2809_,
3502,6,283719,121,121,1,1,2809,*,,23,TI,I,TANATORIO SUR,28,079,MADRID,A,Avda de los Poblados N 122,19991221,19920515,,383.1302,12.234,6,_,,,6__121_____1_IT_1_6_2809_*__TI_I_23,,,,6__121___,6__121_____1_IT_1,6_2809,6_2809_*,6_2809_,
3503,6,356732,116,116,1,1,2809,*,,19,TI,I,TANATORIO SUR,28,079,MADRID,A,Avda de los Poblados N 122,20160328,20160328,,383.132,13.36,6,_,,,6__116_____1_IT_1_6_2809_*__TI_I_19,,,,6__116___,6__116_____1_IT_1,6_2809,6_2809_*,6_2809_,
3504,6,364248,155,155,2,1,2809,*,,26,TI,I,TANATORIO SUR,28,079,MADRID,A,Avda de los Poblados N 122,20190927,20191001,,383.132,13.36,6,_,,,6__155_____2_IT_1_6_2809_*__TI_I_26,,,,6__155___,6__155_____2_IT_1,6_2809,6_2809_*,6_2809_,
3505,6,283719,121,121,1,1,2810,*,,27,TI,I,AV.POBLADOS-Cº VIEJO VILLAVERDE,28,079,MADRID,A,Avda de los Poblados N 165,19991221,19920515,,282.1956,12.234,6,_,,,6__121_____1_IT_1_6_2810_*__TI_I_27,,,,6__121___,6__121_____1_IT_1,6_2810,6_2810_*,6_2810_,
3506,6,283719,121,121,1,1,2811,*,,28,TI,I,AV.POBLADOS-EXPROPIACION,28,079,MADRID,A,Avda de los Poblados N 169,19991221,19920515,,409.2281,12.234,6,_,,,6__121_____1_IT_1_6_2811_*__TI_I_28,,,,6__121___,6__121_____1_IT_1,6_2811,6_2811_*,6_2811_,
3507,6,283720,121,121,2,1,2812,*,,5,TI,I,AV.POBLADOS-EXPROPIACION,28,079,MADRID,A,Avda de los Poblados N 169,19991221,19920515,,261.7623,13.701,6,_,,,6__121_____2_IT_1_6_2812_*__TI_I_5,,,,6__121___,6__121_____2_IT_1,6_2812,6_2812_*,6_2812_,
3508,6,370771,515,N15,2,1,2812,*,,5,TI,I,AV.POBLADOS-EXPROPIACION,28,079,MADRID,A,Avda de los Poblados N 169,20231211,20231129,,261.7634,14.653,6,_,,,6_N_525_____2_IT_1_6_2812_*__TI_I_5,,651502,,6_N_525___,6_N_525____651502_2_IT_1,6_2812,6_2812_*,6_2812_,
3509,6,283720,121,121,2,1,2813,*,,6,TI,I,AV.POBLADOS-Cº VIEJO VILLAVERDE,28,079,MADRID,A,Avda de los Poblados N 165,19991221,19920515,,401.8285,13.701,6,_,,,6__121_____2_IT_1_6_2813_*__TI_I_6,,,,6__121___,6__121_____2_IT_1,6_2813,6_2813_*,6_2813_,
3510,6,283720,121,121,2,1,2814,*,,7,TI,I,AV.POBLADOS-RAFAELA YBARRA,28,079,MADRID,A,Avda de los Poblados SN SN,19991221,19920515,,247.6929,13.701,6,_,,,6__121_____2_IT_1_6_2814_*__TI_I_7,,,,6__121___,6__121_____2_IT_1,6_2814,6_2814_*,6_2814_,
3511,6,283692,131,131,2,1,2814,*,,12,TI,I,AV.POBLADOS-RAFAELA YBARRA,28,079,MADRID,A,Avda de los Poblados SN SN,19991221,19861001,,135.9545,14.842,6,_,,,6__131_A____2_IT_1_6_2814_*__TI_I_12,,,,6__131_A__,6__131_A____2_IT_1,6_2814,6_2814_*,6_2814_,
3512,6,356733,116,116,2,1,2814,*,,23,TI,I,AV.POBLADOS-RAFAELA YBARRA,28,079,MADRID,A,Avda de los Poblados SN SN,20160328,20160328,,135.9548,14.418,6,_,,,6__116_____2_IT_1_6_2814_*__TI_I_23,,,,6__116___,6__116_____2_IT_1,6_2814,6_2814_*,6_2814_,
3513,6,283720,121,121,2,1,2815,*,,10,TI,I,TANATORIO SUR,28,079,MADRID,A,Avda de los Poblados N 155,19991221,19920515,,261.7225,13.701,6,_,,,6__121_____2_IT_1_6_2815_*__TI_I_10,,,,6__121___,6__121_____2_IT_1,6_2815,6_2815_*,6_2815_,
3514,6,283692,131,131,2,1,2815,*,,15,TI,I,TANATORIO SUR,28,079,MADRID,A,Avda de los Poblados N 155,19991221,19861001,,261.7225,14.842,6,_,,,6__131_A____2_IT_1_6_2815_*__TI_I_15,,,,6__131_A__,6__131_A____2_IT_1,6_2815,6_2815_*,6_2815_,
3515,6,356733,116,116,2,1,2815,*,,26,TI,I,TANATORIO SUR,28,079,MADRID,A,Avda de los Poblados N 155,20160328,20160328,,261.724,13.36,6,_,,,6__116_____2_IT_1_6_2815_*__TI_I_26,,,,6__116___,6__116_____2_IT_1,6_2815,6_2815_*,6_2815_,
3516,6,364247,155,155,1,1,2815,*,,2,TI,I,TANATORIO SUR,28,079,MADRID,A,Avda de los Poblados N 155,20190927,20191001,,1776.2371,14.051,6,_,,,6__155_____1_IT_1_6_2815_*__TI_I_2,,,,6__155___,6__155_____1_IT_1,6_2815,6_2815_*,6_2815_,
3517,6,283720,121,121,2,1,2816,*,,11,TI,I,AV.POBLADOS-CARRANQUE,28,079,MADRID,A,Avda de los Poblados N 133,19991221,19920515,,423.9554,13.701,6,_,,,6__121_____2_IT_1_6_2816_*__TI_I_11,,,,6__121___,6__121_____2_IT_1,6_2816,6_2816_*,6_2816_,
3518,6,283692,131,131,2,1,2816,*,,16,TI,I,AV.POBLADOS-CARRANQUE,28,079,MADRID,A,Avda de los Poblados N 133,19991221,19861001,,423.9554,14.842,6,_,,,6__131_A____2_IT_1_6_2816_*__TI_I_16,,,,6__131_A__,6__131_A____2_IT_1,6_2816,6_2816_*,6_2816_,
3519,6,356733,116,116,2,1,2816,*,,27,TI,I,AV.POBLADOS-CARRANQUE,28,079,MADRID,A,Avda de los Poblados N 133,20160328,20160328,,423.957,,6,_,,,6__116_____2_IT_1_6_2816_*__TI_I_27,,,,6__116___,6__116_____2_IT_1,6_2816,6_2816_*,6_2816_,
3520,6,364247,155,155,1,1,2816,*,,3,TI,I,AV.POBLADOS-CARRANQUE,28,079,MADRID,A,Avda de los Poblados N 133,20190927,20191001,,423.957,,6,_,,,6__155_____1_IT_1_6_2816_*__TI_I_3,,,,6__155___,6__155_____1_IT_1,6_2816,6_2816_*,6_2816_,
3521,6,335630,007,7,2,1,5443,*,,28,TI,I,ALMAGRO-Pº EDUARDO DATO,28,079,MADRID,A,Calle de Almagro N 33,20061122,20050924,,337.4435,12.718,6,93_323,,,6__7_____2_IT_1_6_5443_*__TI_I_28,,,,6__7___,6__7_____2_IT_1,6_5443,6_5443_*,6_5443_,
3522,6,367463,133,133,1,1,2270,*,,13,TI,I,AV.PUERTA DE HIERRO-FILOSOFIA B,28,079,MADRID,A,Avda de Puerta de Hierro N 10,20211112,20211118,,592.0725,-1,6,_,,,6__133_____1_IT_1_6_2270_*__TI_I_13,,,,6__133___,6__133_____1_IT_1,6_2270,6_2270_*,6_2270_,
3523,6,369066,162,162,1,1,2270,*,,5,TI,I,AV.PUERTA DE HIERRO-FILOSOFIA B,28,079,MADRID,A,Avda de Puerta de Hierro N 10,20221216,20221219,,592.0725,-1,6,_,,,6__162_____1_IT_1_6_2270_*__TI_I_5,,,,6__162___,6__162_____1_IT_1,6_2270,6_2270_*,6_2270_,
3524,6,369822,083,83,1,1,2270,*,,6,TI,I,AV.PUERTA DE HIERRO-FILOSOFIA B,28,079,MADRID,A,Avda de Puerta de Hierro N 10,20230414,20230505,,592.0748,17.977,6,_,,,6__83_____1_IT_1_6_2270_*__TI_I_6,,608301,,6__83___,6__83____608301_1_IT_1,6_2270,6_2270_*,6_2270_,
3525,6,367463,133,133,1,1,2271,*,,14,TI,I,FACULTAD DE VETERINARIA,28,079,MADRID,A,Avda de Puerta de Hierro N 10,20211112,20211118,,149.367,30,6,_,,,6__133_____1_IT_1_6_2271_*__TI_I_14,,,,6__133___,6__133_____1_IT_1,6_2271,6_2271_*,6_2271_,
